variant,feature,group,sim_n,sim_finite,sim_missing_fraction,sim_p01,sim_p05,sim_p10,sim_p50,sim_p90,sim_p95,sim_p99,cicids_n,cicids_finite,cicids_missing_fraction,cicids_p01,cicids_p05,cicids_p10,cicids_p50,cicids_p90,cicids_p95,cicids_p99,KS_sim_vs_cicids
V2,flow.iat_s_max,benign,213,84.0,0.6056338028169014,19.816299438476562,20.982313346862792,24.227195739746097,39.3359260559082,54.639686584472656,58.318912506103516,59.927940368652344,150000,123434,0.17710666666666666,9.999999974752427e-07,9.999999974752427e-07,3.000000106112566e-06,0.030195499770343304,10.24002742767334,58.34458427429199,85.21390808105468,0.9220150113105774
V2,flow.iat_s_max,ddos,180,179.0,0.005555555555555556,0.1344701498746872,0.15049855411052704,0.15154969692230225,0.15621811151504517,0.1569085419178009,0.1569085419178009,0.15736543774604797,95144,95144,0.0,0.14172544181346897,1.0412896871566775,1.5030458569526672,5.981853008270264,10.661184215545653,11.693157720565791,21.30493881225568,0.9892268776893616
V2,flow.psh_count,benign,213,147.0,0.30985915492957744,1.0,1.0,1.0,1.0,2.0,2.0,3.0,150000,55207,0.6319533333333334,0.0,0.0,0.0,3.0,8.0,12.0,24.0,0.6497684717178345
V2,flow.psh_count,ddos,180,,1.0,,,,,,,,95144,95144,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
V2,flow.urg_count,benign,213,147.0,0.30985915492957744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,55207,0.6319533333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V2,flow.urg_count,ddos,180,,1.0,,,,,,,,95144,95144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
V2,flow.rst_count,benign,213,147.0,0.30985915492957744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,55207,0.6319533333333334,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.1933450698852539
V2,flow.rst_count,ddos,180,,1.0,,,,,,,,95144,95144,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
V3_additive,flow.packet_count,benign,93,93.0,0.0,1.0,1.0,1.0,6.0,128.0,256.0,256.0,150000,150000,0.0,1.0,1.0,1.0,2.0,18.0,26.0,76.0,0.23069053888320923
V3_additive,flow.packet_count,ddos,252,252.0,0.0,2.0,2.0,2.0,8.0,29.000000000000114,32.0,170.0,95144,95144,0.0,7.0,7.0,7.0,8.0,9.0,9.0,10.0,0.3849206268787384
V3_additive,flow.duration_s,benign,93,93.0,0.0,0.0,0.0,0.0,0.01395588181912899,7.752833557128902,83.96170501708974,311.1661663818335,150000,150000,0.0,0.0,0.0,0.0,4.8000001697801054e-05,69.91608810424822,115.89130210876465,118.40215972900391,0.3891969919204712
V3_additive,flow.duration_s,ddos,252,252.0,0.0,0.0053263599518686535,0.005982161499559879,0.006314842542633414,0.011867706663906574,2.2527699708938607,3.047150015830993,3.2215959501266482,95144,95144,0.0,0.20415627092123034,1.3200935184955598,1.9680535197257996,6.515831470489502,11.496433830261228,12.041247415542601,21.9453879737854,0.8318233489990234
V3_additive,flow.pps,benign,93,79.0,0.15053763440860216,0.03194709714502096,0.07420304566621781,0.6043396890163424,178.18222045898438,15860.947265625013,29168.672265624944,517261.3899999994,150000,122645,0.18236666666666668,0.02858550928533077,0.134877160191536,0.19091584980487825,129.5966339111328,666666.6875,2000000.0,2000000.0,0.4234873056411743
V3_additive,flow.pps,ddos,252,252.0,0.0,0.7570271676778794,1.3939173638820652,9.998101329803466,179.97140502929688,1166.9429321289062,1266.0321411132813,1338.0142114257812,95144,95144,0.0,0.3973964369297028,0.6343387722969055,0.6843592286109924,1.2059511542320251,4.108429718017578,5.997034740447997,37.88462005615212,0.9098746180534363
V3_additive,flow.iat_s_mean,benign,93,81.0,0.12903225806451613,0.0,2.6525676730670966e-05,6.183380173752084e-05,0.00784872192889452,2.948470115661621,12.892090797424316,46.77514801025392,150000,123434,0.17710666666666666,9.999999974752427e-07,9.999999974752427e-07,3.000000106112566e-06,0.01013166643679142,5.530282020568848,8.37507300376892,69.00001525878906,0.367410808801651
V3_additive,flow.iat_s_mean,ddos,252,252.0,0.0,0.0008541490352945402,0.0009027083200635388,0.000977884780149907,0.011112922336906195,0.11059106886386871,1.4761557340621891,2.6434989857673656,95144,95144,0.0,0.030287369545549156,0.19013692140579225,0.2782574087381363,0.9502264261245728,1.6828241229057312,1.8302342116832733,2.828681659698485,0.9105262756347656
V3_additive,flow.iat_s_min,benign,93,81.0,0.12903225806451613,0.0,1.3304000276548322e-05,4.368499867268838e-05,0.005873005837202072,2.948470115661621,7.360288143157959,41.360527038574254,150000,123434,0.17710666666666666,0.0,9.999999974752427e-07,9.999999974752427e-07,3.999999989900971e-06,0.012027199752628786,0.06655945032834948,69.00001525878906,0.6834004521369934
V3_additive,flow.iat_s_min,ddos,252,252.0,0.0,0.0005026187910698354,0.0005130477831698955,0.0005577161791734397,0.011112922336906195,0.07193610966205598,1.4761557340621891,2.6434989857673656,95144,95144,0.0,0.0,0.0,9.999999974752427e-07,3.000000106112566e-06,0.00011999999696854502,0.00021899999410379678,0.00036757000489159663,0.9943874478340149
V3_additive,flow.iat_s_max,benign,93,81.0,0.12903225806451613,0.0,3.8625999877694994e-05,8.009200246306136e-05,0.008532023057341576,2.948470115661621,18.852750778198242,55.35243453979493,150000,123434,0.17710666666666666,9.999999974752427e-07,9.999999974752427e-07,3.000000106112566e-06,0.030195499770343304,10.24002742767334,58.34458427429199,85.21390808105468,0.39070063829421997
V3_additive,flow.iat_s_max,ddos,252,252.0,0.0,0.0011168928735423834,0.001240770542062819,0.0013806249597109854,0.011112922336906195,0.14820304065942763,1.4761557340621891,2.6434989857673656,95144,95144,0.0,0.14172544181346897,1.0412896871566775,1.5030458569526672,5.981853008270264,10.661184215545653,11.693157720565791,21.30493881225568,0.9262813329696655
V3_additive,flow.psh_count,benign,93,73.0,0.21505376344086022,0.0,0.0,0.0,1.0,18.799999999999997,81.39999999999935,255.0,150000,55207,0.6319533333333334,0.0,0.0,0.0,3.0,8.0,12.0,24.0,0.3893081545829773
V3_additive,flow.psh_count,ddos,252,90.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95144,95144,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
V3_additive,flow.urg_count,benign,93,73.0,0.21505376344086022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,55207,0.6319533333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V3_additive,flow.urg_count,ddos,252,90.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95144,95144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V3_additive,flow.rst_count,benign,93,73.0,0.21505376344086022,0.0,0.0,0.0,0.0,1.0,1.0,1.0,150000,55207,0.6319533333333334,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.20391517877578735
V3_additive,flow.rst_count,ddos,252,90.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95144,95144,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
V3_final_flow,flow.packet_count,benign,93,93.0,0.0,1.0,1.0,1.0,6.0,128.0,256.0,256.0,150000,150000,0.0,1.0,1.0,1.0,2.0,18.0,26.0,76.0,0.23069053888320923
V3_final_flow,flow.packet_count,ddos,252,252.0,0.0,2.0,2.0,2.0,8.0,29.000000000000114,32.0,170.0,95144,95144,0.0,7.0,7.0,7.0,8.0,9.0,9.0,10.0,0.3849206268787384
V3_final_flow,flow.duration_s,benign,93,93.0,0.0,0.0,0.0,0.0,0.01395588181912899,7.752833557128902,83.96170501708974,311.1661663818335,150000,150000,0.0,0.0,0.0,0.0,4.8000001697801054e-05,69.91608810424822,115.89130210876465,118.40215972900391,0.3891969919204712
V3_final_flow,flow.duration_s,ddos,252,252.0,0.0,0.0053263599518686535,0.005982161499559879,0.006314842542633414,0.011867706663906574,2.2527699708938607,3.047150015830993,3.2215959501266482,95144,95144,0.0,0.20415627092123034,1.3200935184955598,1.9680535197257996,6.515831470489502,11.496433830261228,12.041247415542601,21.9453879737854,0.8318233489990234
V3_final_flow,flow.pps,benign,93,79.0,0.15053763440860216,0.03194709714502096,0.07420304566621781,0.6043396890163424,178.18222045898438,15860.947265625013,29168.672265624944,517261.3899999994,150000,122645,0.18236666666666668,0.02858550928533077,0.134877160191536,0.19091584980487825,129.5966339111328,666666.6875,2000000.0,2000000.0,0.4234873056411743
V3_final_flow,flow.pps,ddos,252,252.0,0.0,0.7570271676778794,1.3939173638820652,9.998101329803466,179.97140502929688,1166.9429321289062,1266.0321411132813,1338.0142114257812,95144,95144,0.0,0.3973964369297028,0.6343387722969055,0.6843592286109924,1.2059511542320251,4.108429718017578,5.997034740447997,37.88462005615212,0.9098746180534363
V3_final_flow,flow.iat_s_mean,benign,93,81.0,0.12903225806451613,0.0,2.6525676730670966e-05,6.183380173752084e-05,0.00784872192889452,2.948470115661621,12.892090797424316,46.77514801025392,150000,123434,0.17710666666666666,9.999999974752427e-07,9.999999974752427e-07,3.000000106112566e-06,0.01013166643679142,5.530282020568848,8.37507300376892,69.00001525878906,0.367410808801651
V3_final_flow,flow.iat_s_mean,ddos,252,252.0,0.0,0.0008541490352945402,0.0009027083200635388,0.000977884780149907,0.011112922336906195,0.11059106886386871,1.4761557340621891,2.6434989857673656,95144,95144,0.0,0.030287369545549156,0.19013692140579225,0.2782574087381363,0.9502264261245728,1.6828241229057312,1.8302342116832733,2.828681659698485,0.9105262756347656
V3_final_flow,flow.iat_s_min,benign,93,81.0,0.12903225806451613,0.0,1.3304000276548322e-05,4.368499867268838e-05,0.005873005837202072,2.948470115661621,7.360288143157959,41.360527038574254,150000,123434,0.17710666666666666,0.0,9.999999974752427e-07,9.999999974752427e-07,3.999999989900971e-06,0.012027199752628786,0.06655945032834948,69.00001525878906,0.6834004521369934
V3_final_flow,flow.iat_s_min,ddos,252,252.0,0.0,0.0005026187910698354,0.0005130477831698955,0.0005577161791734397,0.011112922336906195,0.07193610966205598,1.4761557340621891,2.6434989857673656,95144,95144,0.0,0.0,0.0,9.999999974752427e-07,3.000000106112566e-06,0.00011999999696854502,0.00021899999410379678,0.00036757000489159663,0.9943874478340149
V3_final_flow,flow.iat_s_max,benign,93,81.0,0.12903225806451613,0.0,3.8625999877694994e-05,8.009200246306136e-05,0.008532023057341576,2.948470115661621,18.852750778198242,55.35243453979493,150000,123434,0.17710666666666666,9.999999974752427e-07,9.999999974752427e-07,3.000000106112566e-06,0.030195499770343304,10.24002742767334,58.34458427429199,85.21390808105468,0.39070063829421997
V3_final_flow,flow.iat_s_max,ddos,252,252.0,0.0,0.0011168928735423834,0.001240770542062819,0.0013806249597109854,0.011112922336906195,0.14820304065942763,1.4761557340621891,2.6434989857673656,95144,95144,0.0,0.14172544181346897,1.0412896871566775,1.5030458569526672,5.981853008270264,10.661184215545653,11.693157720565791,21.30493881225568,0.9262813329696655
V3_final_flow,flow.psh_count,benign,93,73.0,0.21505376344086022,0.0,0.0,0.0,1.0,18.799999999999997,81.39999999999935,255.0,150000,55207,0.6319533333333334,0.0,0.0,0.0,3.0,8.0,12.0,24.0,0.3893081545829773
V3_final_flow,flow.psh_count,ddos,252,90.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95144,95144,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
V3_final_flow,flow.urg_count,benign,93,73.0,0.21505376344086022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,55207,0.6319533333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V3_final_flow,flow.urg_count,ddos,252,90.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95144,95144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V3_final_flow,flow.rst_count,benign,93,73.0,0.21505376344086022,0.0,0.0,0.0,0.0,1.0,1.0,1.0,150000,55207,0.6319533333333334,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.20391517877578735
V3_final_flow,flow.rst_count,ddos,252,90.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95144,95144,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
